Unnamed: 0,Property ID,Locality data,Price,Property type,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Swimming pool,Building condition,Price per m²,Region
6617,20136766,1060,899000,apartment,4.0,200.0,0,0,1,,,0,As new,4495.0,Brussels
2441,20228428,8647,899000,house,4.0,313.0,0,0,1,,3513.0,0,Good,2872.2044728434503,Flanders
5640,20206774,8300,899000,apartment,2.0,59.0,0,0,1,,,0,Just renovated,15237.28813559322,Flanders
2380,20225794,8647,899000,house,4.0,274.0,0,0,1,30.0,5164.0,1,As new,3281.021897810219,Flanders
4181,20211716,2970,899000,house,4.0,271.0,0,0,1,30.0,,1,Good,3317.343173431734,Flanders
1848,20228137,3620,898000,house,4.0,370.0,0,0,1,,2842.0,0,Good,2427.027027027027,Flanders
9529,20233990,8300,897000,apartment,2.0,85.0,0,0,1,,,0,Good,10552.941176470587,Flanders
8123,20090326,8300,895000,apartment,3.0,102.0,1,0,1,,,0,Good,8774.509803921568,Flanders
1394,20186206,1170,895000,house,3.0,156.0,0,0,1,42.0,350.0,0,Good,5737.179487179487,Brussels
1403,20218962,1570,895000,house,4.0,406.0,0,0,1,,,0,As new,2204.4334975369457,Flanders
4038,20182156,2440,895000,house,4.0,393.0,0,0,1,,,0,As new,2277.35368956743,Flanders
10418,10749881,1200,895000,apartment,3.0,220.0,0,0,1,,,0,Good,4068.181818181818,Brussels
1733,20127832,1950,895000,house,6.0,280.0,0,0,1,50.0,700.0,0,Good,3196.4285714285716,Flanders
2790,20146405,1090,895000,house,5.0,350.0,1,0,1,40.0,300.0,0,Good,2557.1428571428573,Brussels
5343,20120471,1060,895000,apartment,3.0,250.0,0,0,1,,380.0,0,As new,3580.0,Brussels
5537,20243750,8530,895000,apartment,4.0,414.0,0,0,1,13.0,,0,Just renovated,2161.8357487922704,Flanders
1061,20223613,8000,895000,house,4.0,268.0,0,0,1,,,0,Good,3339.5522388059703,Flanders
8653,10381577,8300,895000,apartment,2.0,70.0,1,0,1,,,0,Good,12785.714285714286,Flanders
8652,11401961,1200,895000,apartment,3.0,220.0,0,0,1,8.0,,0,As new,4068.181818181818,Brussels
8477,20093391,2018,895000,apartment,2.0,215.0,0,0,1,75.0,75.0,1,As new,4162.790697674419,Flanders
1682,20218455,1150,895000,house,4.0,200.0,0,0,1,20.0,150.0,0,As new,4475.0,Brussels
1030,20234921,9830,895000,house,3.0,206.0,1,0,1,,,0,Just renovated,4344.660194174758,Flanders
1190,20233588,1090,895000,house,5.0,350.0,0,0,1,,300.0,0,To be done up,2557.1428571428573,Brussels
3874,20117082,9200,895000,house,5.0,346.0,1,0,1,,,1,Good,2586.7052023121387,Flanders
3885,20145980,2960,895000,house,6.0,332.0,1,0,1,,,1,Good,2695.7831325301204,Flanders
3873,20121289,9200,895000,house,5.0,346.0,1,0,1,,,1,Good,2586.7052023121387,Flanders
9381,20226065,8300,895000,apartment,3.0,102.0,0,0,1,33.0,,0,Good,8774.509803921568,Flanders
8017,20146170,2000,895000,apartment,2.0,203.0,0,0,1,10.0,,0,As new,4408.866995073891,Flanders
6866,20015992,3500,895000,apartment,2.0,143.0,1,0,1,18.0,,0,Good,6258.741258741259,Flanders
7310,10430545,1200,895000,apartment,3.0,150.0,0,1,1,175.0,,0,As new,5966.666666666667,Brussels
10214,10442146,1200,895000,apartment,3.0,205.0,0,0,1,200.0,,0,As new,4365.8536585365855,Brussels
3886,20163378,9160,895000,house,5.0,358.0,0,0,1,,,0,Good,2500.0,Flanders
55,20233552,1000,895000,house,5.0,350.0,0,0,1,,300.0,0,To be done up,2557.1428571428573,Brussels
354,20160820,1190,895000,house,4.0,230.0,0,0,1,,,0,As new,3891.304347826087,Brussels
5506,20240595,2850,895000,apartment,4.0,360.0,0,0,1,,,0,As new,2486.1111111111113,Flanders
5553,20211399,9000,895000,apartment,2.0,146.0,0,0,1,,,0,As new,6130.13698630137,Flanders
1551,20210650,1831,895000,house,7.0,310.0,1,0,1,,,0,Good,2887.0967741935483,Flanders
1356,20194760,2270,895000,house,3.0,260.0,0,0,1,,,0,Just renovated,3442.3076923076924,Flanders
2218,20230712,1190,895000,house,3.0,200.0,0,0,1,27.0,,0,As new,4475.0,Brussels
3730,20238013,1790,895000,house,4.0,344.0,0,0,1,,,0,As new,2601.7441860465115,Flanders
9079,20116172,8300,895000,apartment,2.0,65.0,0,0,1,,,0,Good,13769.23076923077,Flanders
1965,11419066,3080,895000,house,5.0,230.0,1,0,1,12.0,200.0,0,To be done up,3891.304347826087,Flanders
3676,11008804,3090,895000,house,4.0,300.0,0,0,1,15.0,1700.0,0,Good,2983.3333333333335,Flanders
9789,20135796,8300,895000,apartment,2.0,60.0,0,1,1,,,0,As new,14916.666666666666,Flanders
9790,11442645,8300,895000,apartment,2.0,110.0,0,1,1,,,0,Good,8136.363636363636,Flanders
3472,20183286,2460,895000,house,5.0,335.0,1,0,1,,,0,As new,2671.6417910447763,Flanders
353,20160806,1050,895000,house,4.0,230.0,0,0,1,,,0,As new,3891.304347826087,Brussels
6743,20195303,9000,895000,apartment,2.0,120.0,0,0,1,35.0,,0,Good,7458.333333333333,Flanders
894,20211960,8510,890000,house,3.0,400.0,0,0,1,80.0,900.0,1,Good,2225.0,Flanders
3884,20117366,1420,890000,house,3.0,350.0,0,0,1,,1500.0,0,Good,2542.8571428571427,Wallonia
2816,20218739,1790,890000,house,4.0,341.0,1,0,1,,3000.0,0,Good,2609.9706744868035,Flanders
10455,20161298,1950,890000,apartment,3.0,173.0,0,0,1,14.0,,0,As new,5144.508670520231,Flanders
3152,20148164,1200,890000,house,4.0,286.0,0,0,1,,15.0,0,As new,3111.888111888112,Brussels
2125,20200956,3078,890000,house,5.0,240.0,0,0,1,50.0,624.0,0,Just renovated,3708.3333333333335,Flanders
7701,20161628,1950,890000,apartment,3.0,173.0,0,0,1,14.0,,0,As new,5144.508670520231,Flanders
8222,20176238,1950,890000,apartment,3.0,173.0,0,0,1,14.0,,0,As new,5144.508670520231,Flanders
1085,20211945,1420,890000,house,3.0,300.0,0,0,1,53.0,1500.0,0,Good,2966.6666666666665,Wallonia
1393,20167109,1640,890000,house,3.0,350.0,0,0,1,,1500.0,0,Good,2542.8571428571427,Flanders
9479,20048914,1950,890000,apartment,3.0,173.0,0,0,1,7.0,,0,As new,5144.508670520231,Flanders
6235,20243456,2870,889000,apartment,5.0,557.0,0,0,1,19.0,185.0,0,As new,1596.0502692998205,Flanders
7954,20219568,1000,889000,apartment,3.0,315.0,0,0,1,32.0,,0,Good,2822.222222222222,Brussels
61,20245387,2870,889000,house,5.0,557.0,0,0,1,19.0,185.0,0,As new,1596.0502692998205,Flanders
3369,11471713,2820,888000,house,6.0,476.0,0,0,1,,,0,Good,1865.546218487395,Flanders
883,20220947,3020,885000,house,3.0,237.0,0,0,1,32.0,1000.0,0,Just renovated,3734.1772151898736,Flanders
1434,20171940,2812,883000,house,3.0,320.0,1,0,1,20.0,423.0,0,Good,2759.375,Flanders
6865,20143173,8500,880000,apartment,2.0,183.0,0,0,1,4.0,,0,As new,4808.743169398907,Flanders
77,20234468,1150,875000,house,3.0,192.0,0,0,1,,85.0,0,Good,4557.291666666667,Brussels
496,20234380,3090,875000,house,6.0,356.0,0,0,1,60.0,,0,Good,2457.8651685393256,Flanders
10078,10722029,8300,875000,apartment,2.0,97.0,0,0,1,,,0,As new,9020.61855670103,Flanders
6682,20217495,8300,875000,apartment,2.0,66.0,0,1,1,,,0,Just renovated,13257.575757575758,Flanders
2626,20233556,1070,875000,house,6.0,411.0,1,0,1,53.0,400.0,0,Good,2128.9537712895376,Brussels
9187,20118726,8300,875000,apartment,2.0,66.0,1,0,1,,,0,Just renovated,13257.575757575758,Flanders
9711,20177838,2000,875000,apartment,3.0,176.0,0,0,1,,,0,As new,4971.590909090909,Flanders
423,20240718,8800,875000,house,5.0,471.0,0,0,1,,,0,To be done up,1857.7494692144373,Flanders
5368,20238334,1200,875000,apartment,2.0,187.0,0,0,1,25.0,,0,Just renovated,4679.144385026738,Brussels
736,20222149,1700,875000,house,5.0,340.0,0,0,1,35.0,8250.0,0,Just renovated,2573.529411764706,Flanders
